Region,Total_Acumulado,Max_Diario,Promedio_Ultimos_7_Dias,Dias_Corregidos_Negativos,Nulos_Imputados_Provincia,Duplicados_Eliminados
Argentina,10044957,139853,118.86,0,198,0
